mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_clf__alpha,param_tfidf__max_features,param_tfidf__min_df,param_tfidf__ngram_range,param_tfidf__sublinear_tf,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score,model,param_clf__C
3.8438883622487388,0.5126466286099218,1.8914798100789387,0.29182066435996096,0.1,5000,2,"(1, 1)",False,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}",0.9421564090698751,0.9375866851595007,0.9299953639313862,0.9365794860535873,0.005015548640265645,29,nb,
4.347600142161052,0.170903332368701,2.1402107079823813,0.08639185686386444,0.1,5000,2,"(1, 1)",True,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}",0.9489017341040462,0.9446104343829005,0.9358647835147025,0.9431256506672163,0.005424878319926815,21,nb,
20.91312551498413,1.6885558520836184,3.958292325337728,0.10680707567208297,0.1,5000,2,"(1, 2)",False,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}",0.9531718569780854,0.9506912442396314,0.9432656826568265,0.949042927958181,0.004208783065888331,13,nb,
19.74425768852234,0.11787586064567163,4.094912052154541,0.04802475231358384,0.1,5000,2,"(1, 2)",True,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}",0.9582853191979719,0.9578826237054086,0.9508272058823529,0.9556650495952445,0.003424820166345069,7,nb,
3.216175397237142,0.08820071590925388,1.5127930641174316,0.1369300102577279,0.1,5000,5,"(1, 1)",False,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}",0.9423744503587133,0.9375866851595007,0.9294990723562152,0.9364867359581431,0.0053135835905710055,30,nb,
3.3667547702789307,0.20203629505445456,1.7112247149149578,0.07184686150925558,0.1,5000,5,"(1, 1)",True,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}",0.9491211840888066,0.9448529411764706,0.9351551644279759,0.9430430965644178,0.005843462411476639,23,nb,
21.458091974258423,0.3731666661292378,4.026789426803589,0.22696768672589812,0.1,5000,5,"(1, 2)",False,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}",0.9529520295202952,0.9502533394748963,0.9432656826568265,0.948823683884006,0.0040816063195168945,14,nb,
22.58385976155599,0.46319636377484685,3.966481924057007,0.2603112719638388,0.1,5000,5,"(1, 2)",True,"{'clf__alpha': 0.1, 'tfidf__max_features': 5000, 'tfidf__min_df': 5, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': True}",0.957804934286373,0.9574419139636531,0.9512643678160919,0.955503738688706,0.003001349139454179,8,nb,
4.085762977600098,0.2917198476990279,1.8602711359659831,0.029354469609900416,0.1,20000,2,"(1, 1)",False,"{'clf__alpha': 0.1, 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': False}",0.9435185185185185,0.9391705069124424,0.935618341824919,0.9394357890852932,0.0032306840267398215,25,nb,
4.600836833318074,0.05680957163473895,2.0806454022725425,0.14100042276776284,0.1,20000,2,"(1, 1)",True,"{'clf__alpha': 0.1, 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 1), 'tfidf__sublinear_tf': True}",0.948948948948949,0.9483826565726085,0.9424543563669979,0.9465953206295185,0.002937216429601276,15,nb,
23.326237360636394,0.5476060075181987,4.419755856196086,0.3067220558732203,0.1,20000,2,"(1, 2)",False,"{'clf__alpha': 0.1, 'tfidf__max_features': 20000, 'tfidf__min_df': 2, 'tfidf__ngram_range': (1, 2), 'tfidf__sublinear_tf': False}",0.957086522848527,0.9582660825455384,0.9540309540309541,0.9564611864750066,0.0017846311605477692,5,nb,
